date,n
Wed 30 Oct 2019,2531
Thu 31 Oct 2019,2222
Fri 1 Nov 2019,1597
Sat 2 Nov 2019,234
Sun 3 Nov 2019,465
Mon 4 Nov 2019,1021
Tue 5 Nov 2019,1015
Wed 6 Nov 2019,2083
Thu 7 Nov 2019,1480
Fri 8 Nov 2019,1002
Sat 9 Nov 2019,542
Sun 10 Nov 2019,652
Mon 11 Nov 2019,2526
Tue 12 Nov 2019,1969
Wed 13 Nov 2019,2081
Thu 14 Nov 2019,2232
Fri 15 Nov 2019,1750
Sat 16 Nov 2019,921
Sun 17 Nov 2019,819
Mon 18 Nov 2019,2526
Tue 19 Nov 2019,2587
Wed 20 Nov 2019,2461
Thu 21 Nov 2019,1597
Fri 22 Nov 2019,1875
Sat 23 Nov 2019,927
Sun 24 Nov 2019,947
Mon 25 Nov 2019,2264
Tue 26 Nov 2019,1284
Wed 27 Nov 2019,2401
Thu 28 Nov 2019,2284
Fri 29 Nov 2019,1688
Sat 30 Nov 2019,808
Sun 1 Dec 2019,512
Mon 2 Dec 2019,1734
Tue 3 Dec 2019,2095
Wed 4 Dec 2019,2247
Thu 5 Dec 2019,2152
Fri 6 Dec 2019,1735
Sat 7 Dec 2019,981
Sun 8 Dec 2019,933
Mon 9 Dec 2019,1852
Tue 10 Dec 2019,2159
Wed 11 Dec 2019,2270
Thu 12 Dec 2019,2140
Fri 13 Dec 2019,1713
Sat 14 Dec 2019,868
Sun 15 Dec 2019,864
Mon 16 Dec 2019,2231
Tue 17 Dec 2019,2329
Wed 18 Dec 2019,1523
Thu 19 Dec 2019,2016
Fri 20 Dec 2019,857
Sat 21 Dec 2019,833
Sun 22 Dec 2019,873
Mon 23 Dec 2019,1261
Tue 24 Dec 2019,954
Wed 25 Dec 2019,304
Thu 26 Dec 2019,501
Fri 27 Dec 2019,829
Sat 28 Dec 2019,588
Sun 29 Dec 2019,562
Mon 30 Dec 2019,471
Tue 31 Dec 2019,836
Wed 1 Jan 2020,653
Thu 2 Jan 2020,1284
Fri 3 Jan 2020,949
Sat 4 Jan 2020,669
Sun 5 Jan 2020,377
Mon 6 Jan 2020,1087
Tue 7 Jan 2020,1399
Wed 8 Jan 2020,1784
Thu 9 Jan 2020,1873
Fri 10 Jan 2020,1038
Sat 11 Jan 2020,823
Sun 12 Jan 2020,876
Mon 13 Jan 2020,1996
Tue 14 Jan 2020,1462
Wed 15 Jan 2020,1012
Thu 16 Jan 2020,1368
Fri 17 Jan 2020,1788
Sat 18 Jan 2020,1031
Sun 19 Jan 2020,813
Mon 20 Jan 2020,1163
Tue 21 Jan 2020,2023
Wed 22 Jan 2020,1748
Thu 23 Jan 2020,1073
Fri 24 Jan 2020,1851
Sat 25 Jan 2020,1001
Sun 26 Jan 2020,910
Mon 27 Jan 2020,1007
Tue 28 Jan 2020,2549
Wed 29 Jan 2020,2670
Thu 30 Jan 2020,2003
Fri 31 Jan 2020,1202
Sat 1 Feb 2020,366
Sun 2 Feb 2020,1002
Mon 3 Feb 2020,2279
Tue 4 Feb 2020,2762
Wed 5 Feb 2020,2749
Thu 6 Feb 2020,2574
Fri 7 Feb 2020,2163
Sat 8 Feb 2020,1094
Sun 9 Feb 2020,1031
Mon 10 Feb 2020,2217
Tue 11 Feb 2020,2706
Wed 12 Feb 2020,2492
Thu 13 Feb 2020,2639
Fri 14 Feb 2020,1684
Sat 15 Feb 2020,425
Sun 16 Feb 2020,1086
Mon 17 Feb 2020,2728
Tue 18 Feb 2020,1719
Wed 19 Feb 2020,1445
Thu 20 Feb 2020,1995
Fri 21 Feb 2020,1650
Sat 22 Feb 2020,1107
Sun 23 Feb 2020,935
Mon 24 Feb 2020,2466
Tue 25 Feb 2020,2459
Wed 26 Feb 2020,2219
Thu 27 Feb 2020,2562
Fri 28 Feb 2020,2183
Sat 29 Feb 2020,1227
Sun 1 Mar 2020,1052
Mon 2 Mar 2020,2209
Tue 3 Mar 2020,2753
Wed 4 Mar 2020,2233
Thu 5 Mar 2020,1017
Fri 6 Mar 2020,1832
Sat 7 Mar 2020,745
Sun 8 Mar 2020,853
Mon 9 Mar 2020,1096
Tue 10 Mar 2020,2695
Wed 11 Mar 2020,2843
Thu 12 Mar 2020,2692
Fri 13 Mar 2020,1749
Sat 14 Mar 2020,906
Sun 15 Mar 2020,837
Mon 16 Mar 2020,2558
Tue 17 Mar 2020,2468
Wed 18 Mar 2020,2187
Thu 19 Mar 2020,1952
Fri 20 Mar 2020,1750
Sat 21 Mar 2020,1083
Sun 22 Mar 2020,749
Mon 23 Mar 2020,1453
Tue 24 Mar 2020,1273
Wed 25 Mar 2020,1106
Thu 26 Mar 2020,1238
Fri 27 Mar 2020,1166
Sat 28 Mar 2020,1082
Sun 29 Mar 2020,715
Mon 30 Mar 2020,1143
Tue 31 Mar 2020,1190
Wed 1 Apr 2020,1273
Thu 2 Apr 2020,557
Fri 3 Apr 2020,1045
Sat 4 Apr 2020,377
Sun 5 Apr 2020,336
Mon 6 Apr 2020,1052
Tue 7 Apr 2020,1225
Wed 8 Apr 2020,1131
Thu 9 Apr 2020,1417
Fri 10 Apr 2020,1329
Sat 11 Apr 2020,475
Sun 12 Apr 2020,932
Mon 13 Apr 2020,1650
Tue 14 Apr 2020,1222
Wed 15 Apr 2020,1256
Thu 16 Apr 2020,1195
Fri 17 Apr 2020,1145
Sat 18 Apr 2020,1062
Sun 19 Apr 2020,1480
Mon 20 Apr 2020,693
Tue 21 Apr 2020,1298
Wed 22 Apr 2020,1247
Thu 23 Apr 2020,1073
Fri 24 Apr 2020,1463
Sat 25 Apr 2020,1461
Sun 26 Apr 2020,660
Mon 27 Apr 2020,1280
Tue 28 Apr 2020,1338
Wed 29 Apr 2020,442
Thu 30 Apr 2020,756
Fri 1 May 2020,396
Sat 2 May 2020,486
Sun 3 May 2020,1115
Mon 4 May 2020,908
Tue 5 May 2020,1407
Wed 6 May 2020,1236
Thu 7 May 2020,1019
Fri 8 May 2020,1435
Sat 9 May 2020,331
